count,infant_behavior,age,adult_demo
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
2,TP,younger,TP
3,TP,younger,TP
1,TP,younger,TP
0,TP,younger,MO
0,TP,younger,TP
0,MO,younger,MO
0,MO,younger,TP
2,MO,younger,TP
0,MO,younger,MO
2,MO,younger,MO
3,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
11,TP,younger,MO
9,TP,younger,TP
0,TP,younger,TP
2,TP,younger,TP
1,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
3,MO,younger,MO
4,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
1,MO,younger,MO
3,MO,younger,TP
4,MO,younger,MO
0,MO,younger,MO
4,MO,younger,TP
4,MO,younger,TP
2,TP,younger,MO
2,TP,younger,MO
3,TP,younger,TP
2,TP,younger,MO
0,TP,younger,TP
2,TP,younger,MO
0,TP,younger,MO
1,TP,younger,MO
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,MO
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,TP,younger,TP
1,TP,younger,MO
3,TP,younger,MO
0,TP,younger,MO
4,TP,younger,TP
1,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
1,TP,younger,TP
0,TP,younger,TP
6,MO,younger,MO
2,MO,younger,TP
1,MO,younger,MO
0,MO,younger,MO
1,MO,younger,MO
3,MO,younger,MO
3,MO,younger,MO
1,MO,younger,TP
3,MO,younger,TP
0,MO,younger,TP
2,MO,younger,TP
0,TP,younger,TP
2,TP,younger,MO
0,TP,younger,MO
4,TP,younger,MO
0,TP,younger,MO
5,TP,younger,TP
2,TP,younger,MO
0,TP,younger,TP
1,TP,younger,MO
1,TP,younger,MO
2,TP,younger,MO
0,MO,younger,TP
1,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
2,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
2,TP,younger,MO
0,TP,younger,MO
0,TP,younger,TP
4,TP,younger,MO
1,TP,younger,TP
0,TP,younger,TP
3,TP,younger,TP
4,TP,younger,TP
1,TP,younger,TP
1,TP,younger,TP
4,TP,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
1,MO,younger,MO
0,MO,younger,TP
3,TP,younger,TP
4,TP,younger,TP
0,TP,younger,TP
1,TP,younger,MO
0,TP,younger,MO
2,TP,younger,TP
0,TP,younger,TP
1,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
1,MO,younger,MO
0,MO,younger,TP
2,MO,younger,MO
3,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,TP
1,MO,younger,MO
0,MO,younger,MO
2,MO,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
1,TP,younger,TP
1,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
4,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
2,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,TP,younger,TP
3,TP,younger,MO
0,TP,younger,MO
1,TP,younger,TP
2,TP,younger,MO
2,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
5,TP,younger,TP
0,TP,younger,MO
1,TP,younger,TP
0,MO,younger,TP
1,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
1,MO,younger,MO
1,MO,younger,TP
1,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
1,TP,younger,MO
4,TP,younger,TP
1,TP,younger,TP
3,TP,younger,TP
0,TP,younger,TP
6,TP,younger,TP
5,TP,younger,MO
1,TP,younger,MO
2,TP,younger,TP
0,TP,younger,TP
1.32,TP,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
1,TP,younger,TP
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,TP
6.64,TP,younger,TP
0,TP,younger,MO
3,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
1,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
1,MO,younger,TP
0,MO,younger,MO
4,TP,younger,MO
2,TP,younger,TP
2,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
2,TP,younger,TP
0,TP,younger,TP
0,MO,younger,TP
0,MO,younger,TP
3,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
2,MO,younger,MO
0,MO,younger,MO
3,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
2,TP,younger,MO
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,MO,younger,MO
1,MO,younger,MO
1,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
1,MO,younger,MO
1,MO,younger,MO
0,MO,younger,TP
1,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
2,TP,younger,TP
1,TP,younger,MO
0,TP,younger,TP
0,TP,younger,MO
2,TP,younger,MO
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
3,MO,younger,MO
2,MO,younger,MO
0,MO,younger,TP
1,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
1,MO,younger,MO
2,TP,younger,MO
0,TP,younger,MO
1,TP,younger,TP
0,TP,younger,TP
1,TP,younger,TP
2,TP,younger,MO
1,TP,younger,MO
0,TP,younger,MO
1,TP,younger,TP
1,TP,younger,TP
4,TP,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
1,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
1,MO,younger,TP
0,MO,younger,MO
5,TP,younger,TP
3,TP,younger,MO
1.32,TP,younger,TP
2,TP,younger,TP
1,TP,younger,MO
1,TP,younger,TP
2,TP,younger,MO
8,TP,younger,TP
1,TP,younger,MO
1,TP,younger,MO
2,TP,younger,TP
2,MO,younger,MO
2,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
2,MO,younger,MO
0,MO,younger,TP
2,MO,younger,TP
3,MO,younger,TP
1,MO,younger,MO
1,MO,younger,MO
2,MO,younger,TP
0,TP,younger,MO
1,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
2,TP,younger,TP
4,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
5,TP,younger,MO
2,TP,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,TP
0,MO,younger,TP
1,TP,younger,TP
1,TP,younger,MO
8,TP,younger,MO
6,TP,younger,MO
0,TP,younger,MO
0,TP,younger,TP
3,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,TP
0,MO,younger,TP
0,MO,younger,TP
6,MO,younger,TP
4,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
1,MO,younger,MO
3,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
1,MO,younger,TP
10,TP,younger,MO
3,TP,younger,TP
5,TP,younger,TP
0,TP,younger,MO
1,TP,younger,MO
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
4,TP,younger,MO
4,TP,younger,MO
2,MO,younger,MO
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
1,MO,younger,TP
2,MO,younger,MO
3,TP,younger,TP
6,TP,younger,TP
2,TP,younger,MO
6,TP,younger,MO
2,TP,younger,MO
4,TP,younger,TP
6,TP,younger,TP
2,TP,younger,TP
0,TP,younger,TP
2,TP,younger,MO
7,TP,younger,TP
3,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,MO
1,MO,younger,MO
0,MO,younger,MO
1,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,TP
1,MO,younger,MO
1,TP,younger,MO
0,TP,younger,TP
1,TP,younger,MO
12,TP,younger,TP
1,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,MO,younger,TP
0,MO,younger,TP
1,MO,younger,MO
1,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,TP,younger,TP
0,TP,younger,MO
1,TP,younger,TP
1,TP,younger,MO
0,TP,younger,TP
1,TP,younger,MO
1,TP,younger,MO
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,TP
3,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,MO,younger,MO
0,MO,younger,MO
2,MO,younger,TP
1,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,TP,younger,TP
0,TP,younger,MO
2,TP,younger,TP
2,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
1,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
1,MO,younger,TP
0,MO,younger,TP
0,TP,younger,MO
1,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,TP
1,TP,younger,TP
1,TP,younger,TP
4,TP,younger,MO
2,TP,younger,MO
2,TP,younger,TP
0,TP,younger,TP
1,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
2,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,TP,younger,TP
0,TP,younger,MO
4,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
6,MO,younger,MO
2,MO,younger,TP
4,MO,younger,MO
1,MO,younger,MO
1,MO,younger,MO
0,MO,younger,TP
1,MO,younger,TP
0,MO,younger,TP
2,MO,younger,MO
3,MO,younger,MO
9,MO,younger,TP
2,TP,younger,TP
1,TP,younger,TP
0,TP,younger,MO
5,TP,younger,MO
1,TP,younger,MO
1,TP,younger,TP
1,TP,younger,TP
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,MO,younger,TP
1,MO,younger,MO
1.32,MO,younger,MO
0,MO,younger,MO
1,MO,younger,TP
1,MO,younger,TP
2,MO,younger,MO
3,MO,younger,MO
2,MO,younger,MO
4,MO,younger,TP
1,MO,younger,MO
0,TP,younger,MO
4,TP,younger,MO
0,TP,younger,TP
1,TP,younger,TP
0,TP,younger,MO
1,TP,younger,MO
0,TP,younger,MO
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
4,TP,younger,TP
4,TP,younger,MO
12,TP,younger,MO
1,TP,younger,MO
6,TP,younger,TP
0,TP,younger,TP
3,TP,younger,TP
2,TP,younger,MO
4,TP,younger,MO
0,TP,younger,MO
5,TP,younger,MO
0,MO,younger,TP
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
1,MO,younger,MO
0,MO,younger,MO
1,MO,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
1,TP,younger,TP
5,TP,younger,MO
3,TP,younger,MO
2,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
2,TP,younger,MO
2,TP,younger,MO
0,TP,younger,TP
2,TP,younger,MO
4,TP,younger,MO
2,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,MO
3,MO,younger,TP
0,MO,younger,TP
2,MO,younger,MO
2,MO,younger,MO
1,MO,younger,MO
0,MO,younger,TP
3,MO,younger,MO
1,TP,younger,TP
2,TP,younger,TP
4,TP,younger,TP
0,TP,younger,MO
1,TP,younger,MO
1,TP,younger,MO
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
2,MO,younger,TP
4,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
2,MO,younger,TP
1,MO,younger,MO
0,MO,younger,TP
2,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
1.32,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
4,TP,younger,MO
0,TP,younger,TP
0,TP,younger,MO
0,TP,younger,MO
0,TP,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
0,TP,younger,MO
3,TP,younger,MO
2,TP,younger,MO
0,TP,younger,TP
1,TP,younger,MO
7,TP,younger,MO
10,TP,younger,TP
3,TP,younger,TP
8,TP,younger,TP
6,TP,younger,MO
3,TP,younger,MO
0,MO,younger,TP
2,MO,younger,TP
0,MO,younger,MO
1,MO,younger,TP
0,MO,younger,MO
0,MO,younger,TP
2,MO,younger,MO
5,MO,younger,MO
3,MO,younger,MO
4,MO,younger,TP
4,MO,younger,TP
0,TP,younger,TP
3,TP,younger,TP
2,TP,younger,TP
2,TP,younger,TP
0,TP,younger,TP
9,TP,younger,TP
3,TP,younger,TP
1,TP,younger,TP
0,TP,younger,TP
0,TP,younger,TP
0,TP,younger,MO
0,MO,younger,MO
0,MO,younger,MO
0,MO,younger,TP
1,MO,younger,MO
0,MO,younger,MO
1,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
0,MO,younger,TP
5,TP,older,MO
8,TP,older,TP
0,TP,older,MO
1,TP,older,MO
2,TP,older,MO
2,TP,older,TP
3,TP,older,MO
1,TP,older,TP
3,TP,older,MO
3,TP,older,TP
4,TP,older,MO
0,MO,older,MO
4,MO,older,TP
0,MO,older,MO
1,MO,older,TP
6,MO,older,TP
5,MO,older,MO
5,MO,older,MO
0,MO,older,MO
1,MO,older,MO
0,MO,older,TP
0,MO,older,TP
1,TP,older,MO
2,TP,older,TP
0,TP,older,TP
4,TP,older,MO
0,TP,older,TP
0,TP,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,TP
12,TP,older,TP
1,TP,older,MO
8,TP,older,TP
11,TP,older,MO
2,TP,older,TP
2,TP,older,MO
3,TP,older,MO
1,TP,older,TP
0,TP,older,MO
0,TP,older,TP
8,TP,older,MO
1,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
1,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
16,TP,older,TP
9,TP,older,MO
1,TP,older,MO
0,TP,older,MO
15,TP,older,TP
14,TP,older,MO
0,TP,older,TP
4,TP,older,MO
2,TP,older,TP
0,TP,older,MO
0,TP,older,MO
5,MO,older,MO
2,MO,older,MO
0,MO,older,MO
0,MO,older,TP
5,MO,older,TP
3,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
2,MO,older,TP
0,MO,older,MO
0,TP,older,MO
0,TP,older,MO
0,TP,older,TP
0,TP,older,MO
0,TP,older,MO
4,TP,older,TP
1,TP,older,TP
0,TP,older,MO
3,TP,older,TP
0,TP,older,MO
0,TP,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
1,MO,older,MO
0,MO,older,MO
3,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,MO
7,TP,older,TP
3,TP,older,MO
4,TP,older,TP
0,TP,older,MO
0,TP,older,MO
1,TP,older,MO
1,TP,older,TP
0,TP,older,MO
0,TP,older,MO
1,TP,older,TP
0,TP,older,TP
3,MO,older,MO
0,MO,older,TP
2,MO,older,TP
0,MO,older,TP
1,MO,older,TP
0,MO,older,MO
0,MO,older,MO
2,MO,older,TP
0,MO,older,MO
1,MO,older,MO
0,MO,older,TP
9,TP,older,MO
13,TP,older,TP
6,TP,older,TP
5,TP,older,MO
9,TP,older,TP
9,TP,older,TP
6,TP,older,TP
3,TP,older,MO
3,TP,older,TP
0,TP,older,MO
0,TP,older,MO
1,MO,older,MO
1,MO,older,MO
0,MO,older,TP
0,MO,older,MO
2,MO,older,TP
1,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,TP,older,TP
0,TP,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,TP
1,TP,older,MO
1,TP,older,MO
0,TP,older,TP
1,TP,older,MO
4,TP,older,TP
1,TP,older,MO
5,MO,older,TP
0,MO,older,TP
0,MO,older,TP
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
1,MO,older,TP
0,MO,older,TP
4,MO,older,TP
1,MO,older,MO
0,MO,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,MO
1,TP,older,TP
1,TP,older,TP
0,TP,older,TP
0,TP,older,MO
3,TP,older,MO
1,TP,older,TP
0,TP,older,MO
0,MO,older,MO
1,MO,older,TP
0,MO,older,TP
0,MO,older,MO
3,MO,older,TP
2,MO,older,TP
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
1,MO,older,MO
0,MO,older,TP
27,TP,older,MO
10,TP,older,MO
16,TP,older,TP
1,TP,older,MO
7,TP,older,TP
4,TP,older,TP
3,TP,older,TP
4,TP,older,TP
0,TP,older,TP
4,TP,older,TP
7,TP,older,MO
2,MO,older,TP
4,MO,older,TP
1,MO,older,MO
2,MO,older,TP
2,MO,older,TP
2,MO,older,TP
0,MO,older,MO
1,MO,older,TP
1,MO,older,MO
2,MO,older,TP
4,MO,older,MO
6,TP,older,MO
2,TP,older,TP
6,TP,older,TP
0,TP,older,TP
2,TP,older,TP
4,TP,older,TP
5,TP,older,TP
2,TP,older,TP
1,TP,older,MO
0,TP,older,MO
4,TP,older,TP
4,MO,older,TP
5,MO,older,TP
2,MO,older,MO
1,MO,older,MO
1,MO,older,TP
5,MO,older,MO
1,MO,older,TP
4,MO,older,TP
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
2,TP,older,MO
3,TP,older,MO
2,TP,older,TP
3,TP,older,MO
3,TP,older,TP
3,TP,older,MO
14,TP,older,MO
9,TP,older,TP
7,TP,older,MO
0,TP,older,TP
3,TP,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,TP
0,MO,older,TP
1,MO,older,MO
1,MO,older,TP
0,MO,older,TP
3,MO,older,MO
0,MO,older,MO
0,MO,older,MO
0,TP,older,MO
0,TP,older,TP
0,TP,older,MO
0,TP,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,TP
0,TP,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,TP
1,MO,older,MO
0,MO,older,MO
1,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
1,MO,older,TP
0,MO,older,TP
1,TP,older,MO
10,TP,older,MO
0,TP,older,MO
0,TP,older,MO
7,TP,older,TP
0,TP,older,TP
1,TP,older,TP
3,TP,older,MO
1,TP,older,MO
3,TP,older,MO
1,TP,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
3,TP,older,TP
3,TP,older,TP
0,TP,older,TP
0,TP,older,MO
1,TP,older,MO
2,TP,older,TP
0,TP,older,MO
0,TP,older,TP
1,TP,older,TP
2,TP,older,TP
2,TP,older,MO
6,MO,older,TP
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
1,MO,older,MO
1,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
1,MO,older,MO
0,MO,older,MO
3,TP,older,TP
0,TP,older,MO
1,TP,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,MO
0,TP,older,TP
0,TP,older,TP
0,TP,older,MO
2,TP,older,MO
0,MO,older,MO
0,MO,older,TP
1,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,MO
1,MO,older,MO
0,MO,older,TP
3,MO,older,TP
8,TP,older,MO
7,TP,older,TP
1,TP,older,TP
0,TP,older,MO
3,TP,older,TP
2,TP,older,MO
0,TP,older,MO
1,TP,older,TP
3,TP,older,MO
1,TP,older,TP
0,TP,older,MO
2,MO,older,MO
0,MO,older,MO
2,MO,older,TP
3,MO,older,MO
0,MO,older,MO
0,MO,older,MO
1,MO,older,MO
2,MO,older,TP
2,MO,older,TP
0,MO,older,TP
1,MO,older,TP
14,TP,older,TP
6,TP,older,MO
3,TP,older,TP
2,TP,older,TP
1,TP,older,TP
7,TP,older,TP
3,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,MO
0,TP,older,MO
2,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
1,MO,older,MO
0,TP,older,TP
0,TP,older,MO
0,TP,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,TP
1,TP,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,TP,older,MO
0,TP,older,TP
7,TP,older,TP
3,TP,older,MO
2,TP,older,TP
0,TP,older,TP
1,TP,older,TP
1,TP,older,MO
3,TP,older,TP
4,TP,older,TP
0,TP,older,TP
3,MO,older,MO
2,MO,older,MO
2,MO,older,MO
0,MO,older,MO
4,MO,older,MO
1,MO,older,TP
1,MO,older,MO
1,MO,older,TP
3,MO,older,MO
1,MO,older,TP
0,MO,older,MO
0,TP,older,TP
0,TP,older,MO
1,TP,older,TP
1,TP,older,TP
3,TP,older,MO
1,TP,older,MO
0,TP,older,MO
3,MO,older,TP
0,MO,older,TP
1,MO,older,MO
0,MO,older,MO
1,MO,older,MO
2,MO,older,MO
0,MO,older,TP
2,TP,older,TP
3,TP,older,TP
7,TP,older,TP
3,TP,older,TP
2,TP,older,TP
7,TP,older,MO
5,TP,older,TP
7,TP,older,MO
1,TP,older,MO
5,TP,older,TP
3,TP,older,TP
1,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
4,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
3,MO,older,MO
0,MO,older,MO
0,TP,older,TP
0,TP,older,TP
0,TP,older,TP
0,TP,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,MO
4,TP,older,MO
2,TP,older,TP
0,TP,older,MO
5,TP,older,TP
0,TP,older,TP
0,MO,older,MO
1,MO,older,TP
0,MO,older,TP
0,MO,older,TP
1,MO,older,TP
0,MO,older,TP
1,MO,older,MO
0,MO,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,TP
0,TP,older,TP
0,TP,older,MO
1,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,TP
5,TP,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,TP
1,MO,older,MO
0,MO,older,MO
0,MO,older,TP
1,MO,older,TP
0,MO,older,TP
0,MO,older,MO
1,MO,older,TP
1,TP,older,MO
1,TP,older,TP
3,TP,older,TP
2,TP,older,TP
5,TP,older,TP
3,TP,older,MO
5,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,MO
2,TP,older,MO
0,MO,older,TP
1,MO,older,MO
1,MO,older,MO
0,MO,older,TP
1,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
4,TP,older,MO
4,TP,older,TP
1,TP,older,MO
0,TP,older,MO
3,TP,older,MO
5,TP,older,TP
4,TP,older,MO
2,TP,older,MO
8,TP,older,MO
2,TP,older,TP
2,TP,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
1,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,TP,older,TP
0,TP,older,MO
0,TP,older,TP
0,TP,older,MO
5,TP,older,TP
0,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,TP,older,TP
0,TP,older,MO
0,TP,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
0,MO,older,MO
0,MO,older,TP
0,MO,older,TP
0,MO,older,MO
1,TP,older,MO
1,TP,older,MO
0,TP,older,MO
0,TP,older,MO
12,TP,older,TP
1,TP,older,TP
0,TP,older,TP
3,TP,older,TP
0,TP,older,TP
0,TP,older,MO
